timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore,returns,log_returns,ma_5,ma_5_slope,ma_10,ma_10_slope,ma_20,ma_20_slope,ma_50,ma_50_slope,ma_100,ma_100_slope,ma_200,ma_200_slope,volatility_10,volatility_20,volatility_50,high_20,low_20,price_position,rsi,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,bb_position,volume_ma_10,volume_ratio,volume_price_trend,body_size,upper_wick,lower_wick,total_range,body_ratio,buy_pressure,sell_pressure,trade_intensity,hour,day_of_week,month,quarter,gap_up,gap_down,scenario_type
2024-07-10 07:00:00,0.3862,0.3864,0.3811,0.35352528377196896,6236483.2,1720598399999,2392872.93693,5159.0,2468824.5,948552.44845,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0039000000000000146,0.00020000000000003348,0.0011999999999999789,0.005300000000000027,0.7358490566037726,0.39586805910100104,0.604131940898999,0.0008272290383144141,7,2,7,3,False,False,crash
2024-07-10 08:00:00,0.3824,0.3854,0.3808,0.29145713764705644,4069179.0,1720601999999,1559293.99474,3938.0,2261699.8,866090.89308,0,-0.17556918549833556,-0.19306205256919903,,,,,,,,,,,,,,,,,,,,-0.004951305103981618,-0.0009902610207963237,-0.003961044083185294,,,,,,,32996.219984306124,0.0030000000000000027,0.0,0.0015999999999999903,0.004599999999999993,0.6521739130434798,0.5558123149657461,0.4441876850342539,0.0009677627845813615,8,2,7,3,False,False,crash
2024-07-10 09:00:00,0.3853,0.3858,0.3821,0.3005806645602707,2359241.5,1720605599999,906066.7489,2420.0,1228941.0,471951.26318,0,0.03130315142346074,0.03082319811283858,,,,,,,,,,,,,,,,,,,,-0.00804630490343744,-0.0024014697973245474,-0.005644835106112893,,,,,,,-3060.769979242315,0.00039999999999995595,0.0005000000000000004,0.0028000000000000247,0.003699999999999981,0.10810810810809675,0.5209051298902635,0.47909487010973656,0.0010257534042191103,9,2,7,3,False,False,crash
2024-07-10 10:00:00,0.3849,0.3856,0.3832,0.31897621612616595,2051677.0,1720609199999,788648.97616,2242.0,942379.7,362365.3884,0,0.06120004955344238,0.05940038997711397,,,,,,,,,,,,,,,,,,,,-0.008912015106832205,-0.003703578859226079,-0.005208436247606126,,,,,,,-8528.665107820383,0.0016000000000000458,0.0006999999999999784,9.999999999998899e-05,0.0024000000000000132,0.6666666666666821,0.4593216671045198,0.5406783328954802,0.001092764601835474,10,2,7,3,False,False,crash
2024-07-10 11:00:00,0.3832,0.3844,0.3822,0.35188089653637733,1994594.8,1720612799999,764144.00642,2181.0,926604.3,355164.05875,0,0.10315715952062221,0.09817621382109404,0.3232840397283679,,,,,,,,,,,,,,,,,,,-0.0068638418704228266,-0.004335631461465429,-0.002528210408957398,,,,,,,-3642.6202974170074,0.0005999999999999894,0.0012000000000000344,0.00040000000000001146,0.0022000000000000353,0.27272727272726355,0.46455766354148725,0.5354423364585128,0.0010934551719477058,11,2,7,3,False,False,crash
2024-07-10 12:00:00,0.3825,0.3847,0.3805,0.3599745935680337,3486452.6,1720616399999,1333573.97569,3542.0,1491591.0,570818.87567,0,0.02300124022453054,0.02274069930944911,0.3245739016875808,0.0012898619592129346,,,,,,,,,,,,,,,,,,-0.004535276273896771,-0.004375560423951697,-0.0001597158499450739,,,,,,,19136.305436487397,0.0021999999999999797,0.0,0.0020000000000000018,0.0041999999999999815,0.5238095238095213,0.4278248326106599,0.5721751673893402,0.0010159323548526087,12,2,7,3,False,False,crash
2024-07-10 13:00:00,0.3846,0.3864,0.3812,0.376417392219438,5167388.1,1720619999999,1984098.41381,4827.0,2789319.9,1070877.62815,0,0.0456776643274317,0.044665157852766965,0.34156595260205713,0.01699205091447631,,,,,,,,,,,,,,,,,,-0.001347541212986303,-0.003769956581758619,0.002422415368772316,,,,,,,-32237.409513907034,0.0023000000000000242,0.0018000000000000238,0.0010999999999999899,0.005200000000000038,0.44230769230769373,0.5397929952271245,0.46020700477287546,0.0009341276301658086,13,2,7,3,False,False,crash
2024-07-10 14:00:00,0.3822,0.384,0.3811,0.3649574593464789,2152648.6,1720623599999,823721.33779,2619.0,1070135.1,409590.46678,0,-0.030444748595140236,-0.030917816336003844,0.35444131155929876,0.012875358957241623,,,,,,,,,,,,,,,,,,0.00025114592706920735,-0.0029657360799930535,0.003216882007062261,,,,,,,0.0,9.999999999998899e-05,0.0017000000000000348,0.0010999999999999899,0.0029000000000000137,0.03448275862068569,0.4971248442500091,0.502875155749991,0.0012166407466597195,14,2,7,3,False,False,crash
2024-07-10 15:00:00,0.3822,0.3865,0.3812,0.3188832278843474,1929096.8,1720627199999,741188.76617,2496.0,968169.4,372084.03395,0,-0.12624548500703492,-0.13495581807354504,0.35442271391093505,-1.8597648363705144e-05,,,,,,,,,,,,,,,,,,-0.00217462074282454,-0.002807513012559351,0.0006328922697348108,,,,,,,14128.880565001497,0.0029000000000000137,0.0014000000000000123,0.0010000000000000009,0.005300000000000027,0.5471698113207545,0.5018770442209017,0.49812295577909826,0.0012938697529330824,15,2,7,3,False,False,crash
2024-07-10 16:00:00,0.385,0.3878,0.3843,0.35855692164667585,2382836.8,1720630799999,920100.34685,2961.0,1282837.7,495491.02728,0,0.12441448873164718,0.11726244571219185,0.3557579189329948,0.001335205022059749,0.3395209793306813,,,,,,,,,,,,,,,,,-0.0008855151186202281,-0.0024231134337715267,0.0015375983151512986,,,,,3182959.84,0.7486229546647374,4331.305531030825,0.0007999999999999674,0.0020000000000000018,0.0007000000000000339,0.003500000000000003,0.22857142857141904,0.5383657412039298,0.4616342587960703,0.0012426365078800194,16,2,7,3,False,False,crash
